val,time
0.5,1.4905199999999932e-4
0.5,1.4671399999999964e-4
0.5,1.4459599999999982e-4
0.5,1.452509999999998e-4
0.5,1.4351799999999943e-4
0.5,1.4292999999999945e-4
0.5,1.526959999999997e-4
0.5,1.418020000000001e-4
0.5,1.5021599999999924e-4
0.5,1.4462699999999933e-4
0.5,1.4977099999999993e-4
0.5,1.5083799999999944e-4
0.5,1.488509999999997e-4
0.5,1.4495799999999977e-4
0.5,1.4433199999999954e-4
0.5,1.4239899999999962e-4
0.5,1.5147099999999921e-4
0.5,1.4426399999999925e-4
0.5,1.4262299999999892e-4
0.5,1.4378099999999978e-4
0.5,1.486129999999992e-4
0.5,1.4196999999999905e-4
0.5,1.4645499999999982e-4
0.5,1.415919999999996e-4
0.5,1.4597399999999943e-4
0.5,1.4336899999999896e-4
0.5,1.4298699999999945e-4
0.5,1.4091999999999905e-4
0.5,1.466189999999991e-4
0.5,1.5331600000000026e-4
0.5,1.48163e-4
0.5,1.4561899999999934e-4
0.5,1.5207199999999938e-4
0.5,1.4721299999999958e-4
0.5,1.4982799999999885e-4
0.5,1.453849999999999e-4
0.5,1.4238199999999922e-4
0.5,1.460709999999995e-4
0.5,1.423769999999998e-4
0.5,1.450479999999998e-4
0.5,1.4840899999999993e-4
0.5,1.4412099999999906e-4
0.5,1.4561899999999947e-4
0.5,1.4451899999999953e-4
0.5,1.4554299999999988e-4
0.5,1.4542699999999968e-4
0.5,1.463569999999994e-4
0.5,1.4474899999999925e-4
0.5,1.5164899999999933e-4
0.5,1.4519999999999933e-4
0.5,1.4793599999999898e-4
0.5,1.440389999999992e-4
0.5,1.4948499999999917e-4
0.5,1.4821899999999984e-4
0.5,1.4447099999999932e-4
0.5,1.503159999999995e-4
0.5,1.4574999999999923e-4
0.5,1.4557999999999902e-4
0.5,1.471649999999994e-4
0.5,1.4462499999999935e-4
0.5,1.4342200000000047e-4
0.5,1.438839999999993e-4
0.5,1.449279999999998e-4
0.5,1.4446800000000005e-4
0.5,1.4337999999999935e-4
0.5,1.4443399999999927e-4
0.5,1.414229999999996e-4
0.5,1.4488099999999978e-4
0.5,1.4432399999999947e-4
0.5,1.4713699999999985e-4
0.5,1.469759999999993e-4
0.5,1.4426699999999957e-4
0.5,1.4146199999999932e-4
0.5,1.4248999999999976e-4
0.5,1.4524999999999976e-4
0.5,1.4277799999999938e-4
0.5,1.429929999999993e-4
0.5,1.465599999999994e-4
0.5,1.4215499999999944e-4
0.5,1.4333699999999924e-4
0.5,1.4548699999999943e-4
0.5,1.4644099999999884e-4
0.5,1.451979999999994e-4
0.5,1.490439999999993e-4
0.5,1.5566799999999954e-4
0.5,1.486939999999999e-4
0.5,1.501489999999996e-4
0.5,1.4426299999999935e-4
0.5,1.435479999999997e-4
0.5,1.4838199999999926e-4
0.5,1.443149999999993e-4
0.5,1.4951199999999927e-4
0.5,1.5106699999999963e-4
0.5,1.463049999999996e-4
0.5,1.523479999999998e-4
0.5,1.5992099999999956e-4
0.5,1.5756499999999954e-4
0.5,1.452629999999989e-4
0.5,1.4749599999999927e-4
0.5,1.4704199999999992e-4
